pixel_id,latitude_x,longitude_y,amplitude_onda,curvatura_ricci
959,29,31,254.0,0.0
960,30,0,254.0,0.0
961,30,1,254.0,0.0
962,30,2,254.0,0.0
963,30,3,254.0,0.0
964,30,4,254.0,0.0
965,30,5,254.0,0.0
966,30,6,254.0,0.0
967,30,7,254.0,0.0
968,30,8,254.0,0.0
969,30,9,254.0,0.0
970,30,10,254.0,0.0
971,30,11,254.0,0.0
972,30,12,254.0,0.0
973,30,13,254.0,0.0
974,30,14,254.0,0.0
975,30,15,254.0,0.0
976,30,16,254.0,0.0
977,30,17,254.0,0.0
978,30,18,254.0,0.0
979,30,19,254.0,0.0
980,30,20,254.0,0.0
981,30,21,254.0,0.0
982,30,22,254.0,0.0
983,30,23,254.0,0.0
984,30,24,254.0,0.0
985,30,25,254.0,0.0
986,30,26,254.0,0.0
987,30,27,254.0,0.0
988,30,28,254.0,0.0
989,30,29,254.0,0.0
990,30,30,254.0,0.0
991,30,31,254.0,0.0
992,31,0,254.0,0.0
993,31,1,254.0,0.0
994,31,2,254.0,0.0
995,31,3,254.0,0.0
996,31,4,254.0,0.0
997,31,5,254.0,0.0
998,31,6,254.0,0.0
999,31,7,254.0,0.0
1000,31,8,254.0,0.0
1001,31,9,254.0,0.0
1002,31,10,254.0,0.0
1003,31,11,254.0,0.0
1004,31,12,254.0,0.0
1005,31,13,254.0,0.0
1006,31,14,254.0,0.0
1007,31,15,254.0,0.0
1008,31,16,254.0,0.0
1009,31,17,254.0,0.0
1010,31,18,254.0,0.0
1011,31,19,254.0,0.0
1012,31,20,254.0,0.0
1013,31,21,254.0,0.0
1014,31,22,254.0,0.0
1015,31,23,254.0,0.0
1016,31,24,254.0,0.0
1017,31,25,254.0,0.0
1018,31,26,254.0,0.0
1019,31,27,254.0,0.0
1020,31,28,254.0,0.0
1021,31,29,254.0,0.0
1022,31,30,254.0,0.0
1023,31,31,254.0,0.0
